no;exp;wks;occ;ind;south;smsa;ms;fem;union;ed;blk;lwage;t;id
410;29;47;0;1;0;1;1;0;0;17;0;7.438379765;4;59
411;30;46;0;1;0;1;1;0;0;17;0;7.48156023;5;59
412;31;48;0;1;0;1;1;0;0;17;0;7.600900173;6;59
413;32;46;0;1;0;1;1;0;0;17;0;7.649690151;7;59
414;18;46;0;0;0;1;0;1;1;11;1;5.976349831;1;60
415;19;39;0;0;0;1;0;1;1;11;1;6.040249825;2;60
416;20;44;0;0;0;1;0;1;1;11;1;6.040249825;3;60
417;21;49;1;0;0;1;0;1;1;11;1;6.040249825;4;60
418;22;48;0;0;0;1;0;1;1;11;1;6.120299816;5;60
419;23;47;1;0;0;1;0;1;1;11;1;6.218599796;6;60
420;24;43;1;0;0;1;0;1;1;11;1;6.171700001;7;60
421;24;50;0;0;0;1;0;1;1;17;0;6.785590172;1;61
422;25;51;0;0;0;1;0;1;0;17;0;6.888569832;2;61
423;26;51;0;0;0;1;0;1;0;17;0;6.887549877;3;61
424;27;50;0;0;0;1;0;1;0;17;0;6.968850136;4;61
425;28;22;0;0;0;1;0;1;0;17;0;6.856460094;5;61
426;29;41;0;0;0;1;0;1;0;17;0;6.73815012;6;61
427;30;26;0;0;0;1;0;1;0;17;0;7.130899906;7;61
428;7;50;1;0;1;0;1;0;0;16;0;6.580639839;1;62
429;8;50;1;1;1;0;1;0;0;16;0;6.835179806;2;62
430;9;50;1;1;1;0;1;0;0;16;0;6.912740231;3;62
431;10;50;1;1;1;0;1;0;0;16;0;6.958449841;4;62
432;11;49;1;1;1;0;1;0;0;16;0;6.925600052;5;62
433;12;49;1;1;1;0;1;0;0;16;0;7.237780094;6;62
434;13;49;1;1;1;0;1;0;0;16;0;7.272399902;7;62
435;11;50;0;0;0;0;1;0;0;17;0;6.905749798;1;63
436;12;49;0;0;0;0;1;0;0;17;0;6.905749798;2;63
437;13;50;0;0;0;0;1;0;0;17;0;7.495540142;3;63
438;14;49;0;0;0;0;1;0;0;17;0;7.549610138;4;63
439;15;49;0;0;0;0;1;0;0;17;0;7.525640011;5;63
440;16;48;0;0;0;0;1;0;0;17;0;7.728859901;6;63
441;17;50;0;0;0;0;1;0;0;17;0;7.366449833;7;63
442;34;44;1;1;0;1;1;0;0;12;0;6.356110096;1;64
443;35;46;1;1;0;1;1;0;0;12;0;6.421619892;2;64
444;36;49;1;1;0;1;1;0;0;12;0;6.476970196;3;64
445;37;48;1;1;0;1;1;0;0;12;0;6.536690235;4;64
446;38;45;1;1;0;1;1;0;0;12;0;6.551080227;5;64
447;39;47;1;1;0;1;1;0;0;12;0;6.68460989;6;64
448;40;50;1;1;0;1;1;0;0;12;0;6.802390099;7;64
449;30;46;1;1;0;1;1;0;1;8;0;6.55535984;1;65
450;31;44;1;1;0;1;1;0;1;8;0;6.622739792;2;65
451;32;45;1;1;0;1;1;0;1;8;0;6.722630024;3;65
452;33;46;1;1;0;1;1;0;1;8;0;6.779920101;4;65
453;34;36;1;1;0;1;1;0;1;8;0;6.938280106;5;65
454;35;45;1;1;0;1;1;0;1;8;0;7.034389973;6;65
455;36;45;1;1;0;1;1;0;1;8;0;7.045780182;7;65
456;20;49;1;1;1;0;1;0;0;8;0;6.308100224;1;66
457;21;49;1;1;1;0;1;0;0;8;0;6.396930218;2;66
458;22;47;1;1;1;0;1;0;0;8;0;6.517670155;3;66
459;23;49;1;1;1;0;1;0;0;8;0;6.61070013;4;66
460;24;47;1;1;1;0;1;0;0;8;0;6.687109947;5;66
461;25;44;1;1;1;0;1;0;0;8;0;6.7707901;6;66
462;26;48;1;1;1;0;1;0;0;8;0;6.856460094;7;66
463;28;50;1;0;1;0;1;0;0;12;0;5.966149807;1;67
464;29;50;1;0;1;0;1;0;0;12;0;6.028279781;2;67
465;30;49;1;0;1;0;1;0;0;12;0;6.152729988;3;67
466;31;50;1;0;1;0;1;0;0;12;0;6.2146101;4;67
467;32;50;1;0;1;0;1;0;0;12;0;6.309919834;5;67
468;33;50;1;0;1;0;1;0;0;12;0;6.445720196;6;67
469;34;49;1;0;1;0;1;0;0;12;0;6.476970196;7;67
470;34;40;1;1;0;1;1;0;1;12;0;6.458340168;1;68
471;35;47;1;1;0;1;1;0;1;12;0;6.507279873;2;68
472;36;42;1;1;0;1;1;0;1;12;0;6.568079948;3;68
473;37;45;1;1;0;1;1;0;1;12;0;6.668230057;4;68
474;38;47;1;1;0;1;1;0;1;12;0;6.755770206;5;68
475;39;47;1;1;0;1;1;0;1;12;0;6.802390099;6;68
476;40;46;1;1;0;1;1;0;1;12;0;6.956550121;7;68
477;27;49;1;1;0;1;1;0;0;13;0;6.405230045;1;69
478;28;46;1;1;0;1;1;0;0;13;0;6.556779861;2;69
479;29;47;1;1;0;1;1;0;0;13;0;6.620069981;3;69
480;30;47;1;0;0;1;1;0;0;13;0;6.620069981;4;69
481;31;47;1;0;0;1;1;0;0;13;0;6.70318985;5;69
482;32;48;1;0;0;1;1;0;0;13;0;6.835179806;6;69
483;33;48;1;1;0;1;1;0;0;13;0;6.930490017;7;69
484;8;49;0;0;0;1;1;0;0;16;0;6.476970196;1;70
485;9;48;0;0;0;1;1;0;0;16;0;6.476970196;2;70
486;10;49;0;0;0;1;1;0;0;16;0;6.620069981;3;70
487;11;49;0;0;0;0;1;0;0;16;0;6.802390099;4;70
488;12;48;0;0;0;0;1;0;0;16;0;6.907760143;5;70
489;13;48;0;0;0;0;1;0;0;16;0;6.907760143;6;70
490;14;48;0;0;0;0;1;0;0;16;0;7.170119762;7;70
491;7;48;0;0;1;1;0;0;0;16;0;6.697030067;1;71
492;8;49;0;0;1;1;0;0;0;16;0;6.802390099;2;71
493;9;49;0;0;1;1;0;0;0;16;0;6.897699833;3;71
494;10;48;0;0;1;1;0;0;0;16;0;6.956550121;4;71
495;11;46;0;0;1;1;0;0;0;16;0;7.130899906;5;71
496;12;48;0;0;1;1;0;0;0;16;0;7.244229794;6;71
497;13;48;0;0;1;1;0;0;0;16;0;7.40184021;7;71
498;11;40;0;0;0;0;1;0;1;17;0;6.476970196;1;72
499;12;40;0;0;0;0;1;0;1;17;0;6.620069981;2;72
500;13;42;0;0;0;0;1;0;1;17;0;6.620069981;3;72
501;14;40;0;0;0;0;1;0;1;17;0;6.68460989;4;72
502;15;40;0;0;0;0;1;0;1;17;0;6.856460094;5;72
503;16;40;0;0;0;0;1;0;1;17;0;6.907760143;6;72
504;17;42;0;0;0;0;1;0;1;17;0;7.003069878;7;72
505;13;49;1;0;0;1;1;0;1;16;0;6.461470127;1;73
506;14;49;1;0;0;1;1;0;1;16;0;6.655439854;2;73
507;15;49;1;0;0;1;1;0;1;16;0;6.734590054;3;73
508;16;48;0;0;0;1;1;0;1;16;0;6.813439846;4;73
509;17;47;0;0;0;1;1;0;1;16;0;6.914730072;5;73
510;18;47;0;0;0;1;1;0;1;16;0;6.853300095;6;73
511;19;47;0;0;0;1;1;0;1;16;0;7.113140106;7;73
512;3;51;1;1;1;0;0;0;0;13;0;5.416100025;1;74
513;4;51;1;1;1;0;0;0;0;13;0;5.521460056;2;74
514;5;51;1;1;1;0;0;0;0;13;0;5.598420143;3;74
515;6;45;0;0;1;0;0;0;0;13;0;5.703780174;4;74
516;7;50;0;0;1;0;0;0;0;13;0;5.768320084;5;74
517;8;50;1;0;1;0;0;0;0;13;0;5.886099815;6;74
518;9;52;1;0;1;0;0;0;0;13;0;5.857930183;7;74
519;23;36;1;1;1;0;1;0;0;8;1;5.669879913;1;75
520;24;51;1;1;1;0;1;0;0;8;1;5.991459846;2;75
521;25;51;1;1;1;0;1;0;0;8;1;6.086770058;3;75
522;26;24;1;1;1;0;1;0;0;8;1;6.173789978;4;75
523;27;50;1;1;1;0;1;0;0;8;1;6.255750179;5;75
524;28;51;1;1;1;0;1;0;0;8;1;6.437749863;6;75
525;29;47;1;1;1;0;1;0;0;8;1;6.445720196;7;75
526;9;51;1;0;0;1;1;0;0;13;0;5.164790154;1;76
527;10;47;0;0;0;1;1;0;0;13;0;5.62762022;2;76
528;11;50;1;0;0;0;1;0;0;13;0;5.843540192;3;76
529;12;48;1;0;0;0;1;0;0;13;0;5.961009979;4;76
530;13;47;1;0;0;0;1;0;1;13;0;6.028279781;5;76
531;14;47;1;0;0;0;1;0;1;13;0;6.152729988;6;76
532;15;49;1;0;0;0;1;0;0;13;0;6.246109962;7;76
533;10;48;0;0;1;0;1;0;0;10;0;5.521460056;1;77
534;11;52;1;0;1;0;1;0;0;10;0;5.703780174;2;77
535;12;51;1;1;1;0;1;0;0;10;0;6.204559803;3;77
536;13;50;1;0;1;0;1;0;0;10;0;6.059120178;4;77
537;14;39;1;0;1;0;1;0;0;10;0;6.198480129;5;77
538;15;29;1;1;1;0;1;0;0;10;0;6.16121006;6;77
539;16;39;1;0;1;0;1;0;0;10;0;6.280399799;7;77
540;37;44;1;0;0;0;1;0;0;12;0;5.703780174;1;78
541;38;52;1;0;1;1;0;0;0;12;0;5.783830166;2;78
542;39;46;1;0;1;1;0;0;0;12;0;5.783830166;3;78
543;40;48;1;0;1;1;0;0;0;12;0;6.163310051;4;78
544;41;49;1;0;1;1;0;0;0;12;0;6.2146101;5;78
545;42;50;1;0;1;1;0;0;0;12;0;6.2146101;6;78
546;43;50;1;0;1;1;0;0;0;12;0;6.309919834;7;78
547;10;50;1;0;0;0;0;1;0;8;0;5.429349899;1;79
548;11;50;1;0;0;0;0;1;0;8;0;5.472270012;2;79
549;12;50;1;0;0;0;0;1;0;8;0;5.645450115;3;79
550;13;50;1;0;0;0;0;1;0;8;0;5.686979771;4;79
551;14;37;1;0;0;0;0;1;0;8;0;5.857930183;5;79
552;15;50;1;0;0;0;0;1;0;8;0;5.953239918;6;79
553;16;50;1;0;0;0;0;1;0;8;0;6.052090168;7;79
554;5;48;0;1;0;0;1;0;0;17;0;6.745240211;1;80
555;6;50;0;1;0;0;1;0;0;17;0;6.816740036;2;80
556;7;50;0;1;0;0;1;0;0;17;0;6.659289837;3;80
557;8;50;0;1;0;0;1;0;0;17;0;7.090079784;4;80
558;9;50;0;1;0;0;1;0;0;17;0;7.079179764;5;80
559;10;50;0;1;0;0;1;0;0;17;0;6.98472023;6;80
560;11;50;0;1;0;0;1;0;0;17;0;7.261929989;7;80
561;6;46;1;0;0;1;1;0;1;16;0;6.354370117;1;81
562;7;48;1;0;0;1;1;0;1;16;0;6.336830139;2;81
563;8;47;1;0;0;1;1;0;1;16;0;6.437749863;3;81
564;9;49;1;0;0;1;1;0;1;16;0;6.396930218;4;81
565;10;49;0;0;0;1;1;0;0;16;0;7.233459949;5;81
566;11;49;0;0;0;1;1;0;0;16;0;7.358829975;6;81
567;12;50;1;0;0;1;1;0;0;16;0;7.173190117;7;81
568;22;50;1;0;1;0;1;0;1;12;0;6.620069981;1;82
569;23;49;1;0;1;0;1;0;1;12;0;6.665679932;2;82
570;24;44;1;0;1;0;1;0;1;12;0;6.814539909;3;82
571;25;38;1;0;1;0;1;0;1;12;0;6.888569832;4;82
572;26;49;1;0;1;0;1;0;1;12;0;6.957499981;5;82
573;27;50;1;0;1;0;1;0;1;12;0;6.933420181;6;82
574;28;36;1;0;1;0;1;0;1;12;0;7.065609932;7;82
575;12;47;1;0;0;1;0;0;1;12;0;6.122489929;1;83
576;13;46;1;0;0;1;0;0;1;12;0;6.089039803;2;83
577;14;47;1;0;0;1;0;0;1;12;0;6.291570187;3;83
578;15;42;1;0;0;1;0;0;1;12;0;6.396930218;4;83
579;16;48;1;0;0;1;0;0;1;12;0;6.490719795;5;83
580;17;47;1;0;0;1;0;0;1;12;0;6.597149849;6;83
581;18;46;1;0;0;1;0;0;1;12;0;6.56385994;7;83
582;38;42;0;0;1;1;1;0;0;17;1;6.586170197;1;84
583;39;34;0;0;1;1;1;0;0;17;1;6.620069981;2;84
584;40;48;0;0;1;1;1;0;0;17;1;6.620069981;3;84
585;41;46;0;0;1;1;1;0;0;17;1;6.401919842;4;84
586;42;49;0;0;1;1;1;0;0;17;1;6.77421999;5;84
587;43;34;0;0;1;1;1;0;0;17;1;6.925600052;6;84
588;44;47;0;0;1;1;1;0;0;17;1;6.700729847;7;84
589;15;51;1;1;0;0;1;0;1;7;0;6.163310051;1;85
590;16;49;1;1;0;0;1;0;1;7;0;6.226540089;2;85
591;17;50;1;1;0;0;1;0;1;7;0;6.320769787;3;85
592;18;50;1;1;0;0;0;0;1;7;0;6.455200195;4;85
593;19;48;1;1;0;0;0;0;1;7;0;6.514709949;5;85
594;20;50;1;1;0;0;0;0;1;7;0;6.620069981;6;85
595;21;49;1;1;0;0;0;0;1;7;0;6.668230057;7;85
596;3;37;0;0;1;1;0;1;0;12;0;6.2146101;1;86
597;4;49;0;0;1;1;0;1;0;12;0;6.715380192;2;86
598;5;38;0;0;1;1;0;1;0;12;0;6.437749863;3;86
599;6;49;0;0;1;1;0;1;0;12;0;6.656730175;4;86
600;7;39;0;1;1;1;0;1;0;12;0;6.659289837;5;86
601;8;51;0;1;1;1;0;1;0;12;0;6.864850044;6;86
602;9;48;0;0;1;1;0;1;0;12;0;6.652860165;7;86
603;12;41;1;0;0;1;1;0;1;14;0;6.542469978;1;87
604;13;49;1;0;0;1;1;0;1;14;0;6.602590084;2;87
605;14;32;1;0;0;1;1;0;1;14;0;6.746409893;3;87
606;15;50;1;0;0;1;1;0;1;14;0;6.864850044;4;87
607;16;46;1;0;0;1;1;0;1;14;0;6.958449841;5;87
608;17;49;1;0;0;1;1;0;1;14;0;7.01391983;6;87
609;18;49;1;0;0;1;1;0;1;14;0;7.115580082;7;87
610;5;49;0;1;0;1;1;0;0;15;0;6.369900227;1;88
611;6;48;0;1;0;1;1;0;0;15;0;6.396930218;2;88
612;7;48;0;1;0;1;1;0;0;15;0;6.559619904;3;88
613;8;48;0;0;0;1;1;0;0;15;0;6.731019974;4;88
614;9;48;0;0;0;1;1;0;0;15;0;6.864850044;5;88
615;10;47;0;1;0;1;1;0;0;15;0;7.154620171;6;88
616;11;49;0;1;0;1;1;0;0;15;0;7.272399902;7;88
617;11;48;0;0;0;0;1;0;0;12;1;6.052090168;1;89
618;12;47;0;0;0;0;1;0;0;12;1;6.023449898;2;89
619;13;50;0;0;0;0;1;0;0;12;1;6.309919834;3;89
620;14;50;0;0;0;1;1;0;0;12;1;6.380119801;4;89
621;15;49;0;0;0;1;1;0;0;12;1;6.659289837;5;89
622;16;49;0;0;0;1;1;0;0;12;1;6.68460989;6;89
623;17;49;0;0;0;1;1;0;0;12;1;6.739339828;7;89
624;1;48;0;0;0;1;0;1;0;12;0;6.2146101;1;90
625;2;48;0;0;0;1;0;1;0;12;0;6.2146101;2;90
626;3;48;0;0;0;1;0;1;0;12;0;6.309919834;3;90
627;4;48;0;0;0;1;0;1;0;12;0;6.396930218;4;90
628;5;47;0;0;0;1;0;1;0;12;0;6.2146101;5;90
629;6;47;0;0;0;1;0;1;0;12;0;6.396930218;6;90
630;7;49;0;0;0;1;0;1;0;12;0;6.652860165;7;90
631;10;39;1;0;0;1;1;0;1;7;0;6.343880177;1;91
632;11;21;1;1;0;1;1;0;1;7;0;6.413459778;2;91
633;12;40;1;1;0;1;1;0;1;7;0;6.727429867;3;91
634;13;50;1;1;0;1;1;0;1;7;0;6.765039921;4;91
635;14;50;1;1;0;1;1;0;1;7;0;6.856460094;5;91
636;15;43;1;1;0;1;1;0;1;7;0;7.003069878;6;91
637;16;42;1;1;0;1;1;0;1;7;0;7.170119762;7;91
638;5;50;1;0;1;0;1;0;1;14;0;6.476970196;1;92
639;6;49;1;0;1;0;1;0;1;14;0;6.586170197;2;92
640;7;45;1;0;1;0;1;0;1;14;0;6.733399868;3;92
641;8;38;1;0;1;0;1;0;1;14;0;6.813439846;4;92
642;9;48;1;0;1;0;1;0;1;14;0;6.961299896;5;92
643;10;17;0;0;1;0;1;0;0;14;0;6.502789974;6;92
644;11;47;0;0;1;0;1;0;1;14;0;6.701960087;7;92
645;33;49;1;1;1;0;1;0;1;7;0;5.991459846;1;93
646;34;34;1;1;1;0;1;0;0;7;0;6.177939892;2;93
647;35;51;1;1;1;0;1;0;0;7;0;6.177939892;3;93
648;36;50;1;1;1;0;1;0;1;7;0;6.396930218;4;93
649;37;50;1;1;1;0;1;0;1;7;0;6.501289845;5;93
650;38;46;1;1;1;0;1;0;1;7;0;6.606649876;6;93
651;39;31;1;1;1;0;1;0;1;7;0;6.907760143;7;93
652;11;36;0;0;0;1;1;0;1;17;0;6.791220188;1;94
653;12;36;0;0;0;1;1;0;1;17;0;6.845880032;2;94
654;13;38;0;0;0;1;1;0;1;17;0;6.872129917;3;94
655;14;36;0;0;0;1;1;0;1;17;0;6.956550121;4;94
656;15;38;0;0;0;1;1;0;1;17;0;7.096720219;5;94
657;16;41;0;0;0;1;1;0;1;17;0;7.160850048;6;94
658;17;34;0;0;0;1;1;0;1;17;0;7.160850048;7;94
659;37;48;1;1;0;1;1;0;1;8;0;6.284130096;1;95
660;38;48;1;1;0;1;1;0;1;8;0;6.327939987;2;95
661;39;35;1;1;0;1;1;0;1;8;0;6.476970196;3;95
662;40;47;1;1;0;1;1;0;1;8;0;6.504290104;4;95
663;41;46;1;1;0;1;1;0;1;8;0;6.587550163;5;95
664;42;47;1;1;0;1;1;0;1;8;0;6.765039921;6;95
665;43;47;1;1;0;1;1;0;1;8;0;6.810140133;7;95
666;29;50;0;1;0;1;1;0;0;16;0;6.905749798;1;96
667;30;50;0;1;0;1;1;0;0;16;0;6.905749798;2;96
668;31;50;0;1;0;1;1;0;0;16;0;7.346010208;3;96
669;32;49;0;1;0;1;1;0;0;16;0;7.207859993;4;96
670;33;49;0;1;0;1;1;0;0;16;0;7.522940159;5;96
671;34;48;0;1;0;1;1;0;0;16;0;7.676010132;6;96
672;35;49;0;1;0;1;1;0;0;16;0;7.783219814;7;96
673;30;39;1;0;1;0;1;0;0;11;0;6.109250069;1;97
674;31;50;1;0;1;0;1;0;0;11;0;6.226540089;2;97
675;32;50;1;0;1;0;1;0;0;11;0;6.313549995;3;97
676;33;49;1;0;1;0;1;0;0;11;0;6.419990063;4;97
677;34;49;1;0;1;0;0;0;0;11;0;6.514709949;5;97
678;35;49;1;0;1;0;0;0;0;11;0;6.628039837;6;97
679;36;48;1;0;1;0;0;0;0;11;0;6.831950188;7;97
680;16;50;0;1;1;1;1;0;0;17;0;6.727429867;1;98
681;17;52;0;1;1;1;1;0;0;17;0;6.897699833;2;98
682;18;52;0;0;1;1;1;0;0;17;0;6.983789921;3;98
683;19;52;0;1;1;1;1;0;0;17;0;7.079179764;4;98
684;20;50;0;1;1;1;1;0;0;17;0;7.170119762;5;98
685;21;50;0;1;1;1;1;0;0;17;0;7.14756012;6;98
686;22;50;0;1;1;1;1;0;0;17;0;7.365180016;7;98
687;12;49;1;1;0;1;0;0;0;12;0;5.780739784;1;99
688;13;49;1;1;0;1;0;0;0;12;0;5.826000214;2;99
689;14;50;1;1;0;1;0;0;0;12;0;5.846439838;3;99
690;15;45;1;1;0;1;0;0;0;12;0;5.955840111;4;99
691;16;47;1;1;0;1;0;0;0;12;0;6.066110134;5;99
692;17;45;0;1;0;1;0;0;0;12;0;6.190320015;6;99
693;18;49;1;1;0;1;0;0;0;12;0;6.236370087;7;99
694;8;44;1;0;0;1;1;0;0;11;0;5.991459846;1;100
695;9;51;1;0;0;1;1;0;0;11;0;6.109250069;2;100
696;10;51;1;0;0;1;1;0;0;11;0;6.396930218;3;100
697;11;51;1;0;0;1;1;0;0;11;0;6.396930218;4;100
698;12;50;1;0;0;1;1;0;0;11;0;6.476970196;5;100
699;13;51;1;0;0;1;1;0;0;11;0;6.476970196;6;100
700;14;51;1;0;0;1;1;0;0;11;0;6.551080227;7;100
701;29;47;1;1;0;1;1;0;0;14;0;6.697030067;1;101
702;30;47;1;1;0;1;1;0;0;14;0;6.796820164;2;101
703;31;36;1;1;0;1;1;0;0;14;0;6.89467001;3;101
704;32;46;1;1;0;1;1;0;0;14;0;6.968850136;4;101
705;33;43;0;1;0;1;0;0;0;14;0;6.925600052;5;101
706;34;44;1;1;0;1;1;0;0;14;0;7.180069923;6;101
707;35;45;0;1;0;1;1;0;0;14;0;7.172420025;7;101
708;3;50;0;1;0;1;0;0;0;17;0;6.68460989;1;102
709;4;50;0;1;0;1;0;0;0;17;0;6.802390099;2;102
710;5;49;0;1;0;1;0;0;0;17;0;6.907760143;3;102
711;6;48;0;1;0;1;0;0;0;17;0;7.047520161;4;102
712;7;49;0;1;0;1;0;0;0;17;0;7.047520161;5;102
713;8;49;0;1;0;1;0;0;0;17;0;7.313220024;6;102
714;9;49;0;1;0;1;0;0;0;17;0;7.438379765;7;102
715;14;35;0;0;0;1;1;0;0;16;0;6.309919834;1;103
716;15;35;0;0;0;1;1;0;0;16;0;6.586170197;2;103
717;16;44;0;0;0;1;1;0;0;16;0;6.620069981;3;103
718;17;43;0;0;0;1;1;0;0;16;0;6.907760143;4;103
719;18;42;0;0;0;1;1;0;0;16;0;6.966020107;5;103
720;19;42;0;0;0;1;1;0;0;16;0;7.069019794;6;103
721;20;43;0;0;0;1;1;0;0;16;0;6.956550121;7;103
722;17;52;1;1;1;1;0;0;0;7;0;5.736569881;1;104
723;18;51;1;1;1;1;0;0;0;7;0;5.814129829;2;104
724;19;50;1;1;1;1;0;0;0;7;0;5.89989996;3;104
725;20;50;1;1;1;1;0;0;0;7;0;5.940169811;4;104
726;21;50;1;1;1;1;0;0;0;7;0;6.131229877;5;104
727;22;49;1;1;1;1;0;0;0;7;0;6.131229877;6;104
728;23;48;1;1;1;1;0;0;0;7;0;6.109250069;7;104
729;11;49;0;0;1;1;0;0;0;14;0;6.672029972;1;105
730;12;48;0;0;1;1;0;0;0;14;0;6.842679977;2;105
731;13;47;0;0;1;1;0;0;0;14;0;6.840549946;3;105
732;14;48;0;0;1;1;0;0;0;14;0;6.856460094;4;105
733;15;49;0;0;1;1;0;0;0;14;0;6.994850159;5;105
734;16;46;0;0;1;1;1;0;0;14;0;7.05618;6;105
735;17;47;0;0;1;1;1;0;0;14;0;7.297090054;7;105
736;6;49;0;0;1;1;1;0;0;12;0;6.363029957;1;106
737;7;51;0;0;1;1;1;0;0;12;0;6.476970196;2;106
738;8;50;0;0;1;1;1;0;0;12;0;6.57227993;3;106
739;9;49;0;0;1;1;1;0;0;12;0;6.659289837;4;106
740;10;49;0;0;1;1;1;0;0;12;0;6.802390099;5;106
741;11;48;0;0;1;1;1;0;0;12;0;6.58893013;6;106
742;12;49;0;1;1;1;1;0;0;12;0;6.768489838;7;106
743;31;47;0;1;0;1;1;0;0;12;0;6.905749798;1;107
744;32;48;0;1;0;1;1;0;0;12;0;6.905749798;2;107
745;33;48;0;1;0;1;1;0;0;12;0;7.130899906;3;107
746;34;45;0;1;0;1;1;0;0;12;0;7.130899906;4;107
747;35;41;0;1;0;1;1;0;0;12;0;7.313220024;5;107
748;36;42;0;1;0;1;1;0;0;12;0;7.329750061;6;107
749;37;47;0;1;0;1;1;0;0;12;0;7.495540142;7;107
750;15;31;1;1;0;0;1;0;1;12;0;6.246109962;1;108
751;16;51;1;1;0;0;1;0;0;12;0;6.2146101;2;108
752;17;45;1;1;0;0;1;0;1;12;0;6.476970196;3;108
753;18;49;1;1;0;0;1;0;1;12;0;6.496769905;4;108
754;19;48;1;1;0;0;1;0;1;12;0;6.614729881;5;108
755;20;47;1;1;0;0;1;0;1;12;0;6.745240211;6;108
756;21;45;1;1;0;0;1;0;1;12;0;7.130899906;7;108
757;25;48;0;1;0;1;1;0;1;12;0;6.745240211;1;109
758;26;48;0;1;0;1;1;0;0;12;0;6.813439846;2;109
759;27;48;0;1;0;1;1;0;0;12;0;6.872129917;3;109
760;28;47;0;1;0;1;1;0;0;12;0;7.106609821;4;109
761;29;47;0;1;0;1;1;0;0;12;0;7.244229794;5;109
762;30;47;1;1;0;1;1;0;0;12;0;7.299799919;6;109
763;31;49;0;1;0;1;1;0;0;12;0;7.377759933;7;109
764;37;47;0;1;0;1;1;0;1;12;0;6.507279873;1;110
765;38;46;0;1;0;1;1;0;1;12;0;6.551080227;2;110
766;39;46;0;1;0;1;1;0;1;12;0;6.877299786;3;110
767;40;46;0;1;0;1;1;0;1;12;0;6.551080227;4;110
768;41;47;0;1;0;1;1;0;1;12;0;7.047520161;5;110
769;42;47;0;1;0;1;1;0;1;12;0;6.834109783;6;110
770;43;40;0;1;0;1;1;0;1;12;0;6.745240211;7;110
771;6;50;1;0;0;0;0;0;0;13;0;6.109250069;1;111
772;7;49;1;0;0;0;0;0;0;13;0;6.313549995;2;111
773;8;49;1;0;0;0;0;0;0;13;0;6.453619957;3;111
774;9;49;0;0;0;1;0;0;0;13;0;6.68460989;4;111
775;10;51;0;0;0;1;0;0;0;13;0;6.791220188;5;111
776;11;52;0;0;0;1;0;0;0;13;0;6.835179806;6;111
777;12;49;0;0;0;1;0;0;0;13;0;6.967909813;7;111
778;19;49;0;0;0;1;0;0;0;13;0;6.905749798;1;112
779;20;49;0;0;0;1;0;0;0;13;0;6.905749798;2;112
780;21;49;0;0;0;1;0;0;0;13;0;7.11070013;3;112
781;22;48;0;0;0;1;0;0;0;13;0;7.251339912;4;112
782;23;46;0;0;0;1;0;0;0;13;0;7.346010208;5;112
783;24;46;0;0;0;1;0;0;0;13;0;7.346010208;6;112
784;25;48;0;0;0;1;0;0;0;13;0;7.299799919;7;112
785;27;39;0;0;0;1;1;0;0;17;0;6.905749798;1;113
786;28;36;0;0;0;1;1;0;0;17;0;6.905749798;2;113
787;29;50;0;0;0;1;1;0;0;17;0;7.170119762;3;113
788;30;48;0;0;0;1;1;0;0;17;0;7.455299854;4;113
789;31;48;0;0;0;1;1;0;0;17;0;7.560080051;5;113
790;32;39;0;0;0;1;1;0;0;17;0;7.372119904;6;113
791;33;39;0;0;0;1;1;0;0;17;0;7.755770206;7;113
792;29;50;0;0;0;1;1;0;0;17;0;6.289720058;1;114
793;30;50;0;0;0;1;1;0;0;17;0;6.361299992;2;114
794;31;50;0;0;0;0;1;0;0;17;0;6.436150074;3;114
795;32;50;0;0;0;0;1;0;0;17;0;6.434549809;4;114
796;33;49;0;0;0;0;1;0;0;17;0;6.411819935;5;114
797;34;49;0;0;0;0;1;0;0;17;0;6.369900227;6;114
798;35;49;0;0;0;0;1;0;0;17;0;6.467700005;7;114
799;14;49;0;1;0;0;1;0;0;12;0;6.694560051;1;115
800;15;49;0;1;0;0;1;0;0;12;0;6.768489838;2;115
801;16;49;0;1;0;0;1;0;0;12;0;6.907760143;3;115
802;17;49;0;1;0;0;1;0;0;12;0;7.039659977;4;115
803;18;49;0;1;0;0;1;0;0;12;0;7.025539875;5;115
804;19;49;0;1;0;0;1;0;0;12;0;7.227660179;6;115
805;20;48;1;1;0;0;1;0;0;12;0;7.21228981;7;115
806;14;50;1;1;0;0;1;0;1;14;0;6.74052;1;116
807;15;50;1;1;0;0;1;0;1;14;0;6.829790115;2;116
808;16;49;1;1;0;0;1;0;1;14;0;6.802390099;3;116
809;17;48;1;1;0;0;1;0;1;14;0;6.94698;4;116
810;18;50;1;1;0;0;1;0;1;14;0;7.010310173;5;116
811;19;49;1;1;0;0;1;0;1;14;0;7.135690212;6;116
812;20;48;1;1;0;0;1;0;1;14;0;7.068170071;7;116
813;14;38;0;0;0;1;0;1;0;17;0;6.579249859;1;117
814;15;36;0;0;0;1;0;1;1;17;0;6.396930218;2;117
815;16;39;0;0;0;1;0;1;1;17;0;6.620069981;3;117
816;17;42;0;0;0;1;0;1;1;17;0;6.709300041;4;117
817;18;39;0;0;0;1;0;1;1;17;0;6.768489838;5;117
818;19;27;0;0;0;1;0;1;1;17;0;6.935369968;6;117
819;20;43;0;0;0;1;0;1;1;17;0;7.047520161;7;117
